integration_method,homology_method,species_dir,adj_rand_score,pct_cell_type_kept,from_species,to_species,task_name,type
SeuratV4 RPCA,O2O,hsapiens to mmusculus,0.8824932085420216,1,hsapiens,mmusculus,Heart_hs_mm,SeuratV4 RPCA O2O
unintegrated,O2O.h5ad,hsapiens to mmusculus,0.8818636601419108,1,hsapiens,mmusculus,Pancreas_hs_mm,unintegrated O2O
scVI,HE,mmusculus to hsapiens,0.8811063160742083,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,scVI HE
Scanorama,HE,xtropicalis to mmusculus,0.8810395061874771,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,Scanorama HE
scVI,HE,xtropicalis to mmusculus,0.8810232661661835,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,scVI HE
scVI,SH,mmusculus to hsapiens,0.8809985848357559,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,scVI SH
Harmony,O2O,mmusculus to mfascicularis,0.8807852239843141,1,mmusculus,mfascicularis,Heart_mf_mm,Harmony O2O
fastMNN,SH,drerio to mmusculus,0.8807618709563957,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,fastMNN SH
Scanorama,HE,mmulatta to sscrofa,0.8806312954519098,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,Scanorama HE
unintegrated,O2O.h5ad,xtropicalis to mmusculus,0.8803213422114122,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,unintegrated O2O
Harmony,HE,mfascicularis to mmusculus,0.8794515663160518,1,mfascicularis,mmusculus,Heart_hs_mf_mm,Harmony HE
fastMNN,HE,xtropicalis to mfascicularis,0.8793786411547988,0.8,xtropicalis,mfascicularis,Heart_mf_xl,fastMNN HE
scVI,SH,hsapiens to mmusculus,0.8784993439917539,1,hsapiens,mmusculus,Pancreas_hs_mm,scVI SH
SeuratV4 RPCA,SH,mmusculus to hsapiens,0.8781808110968343,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
SeuratV4 CCA,HE,mmusculus to hsapiens,0.8781334813220083,1,mmusculus,hsapiens,Heart_hs_mf_mm,SeuratV4 CCA HE
Scanorama,O2O,hsapiens to mmusculus,0.8775732637656107,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,Scanorama O2O
Scanorama,O2O,xtropicalis to mmusculus,0.8773489349927833,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,Scanorama O2O
Scanorama,HE,hsapiens to xtropicalis,0.8772214486872287,1,hsapiens,xtropicalis,Heart_hs_xl,Scanorama HE
scVI,HE,mfascicularis to hsapiens,0.8767601713346939,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,scVI HE
Harmony,HE,mfascicularis to hsapiens,0.8761689736743453,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony HE
Scanorama,SH,xtropicalis to hsapiens,0.8756901033465652,1,xtropicalis,hsapiens,Heart_hs_xl,Scanorama SH
Harmony,HE,mmusculus to mfascicularis,0.875186371011807,1,mmusculus,mfascicularis,Heart_mf_mm,Harmony HE
scVI,SH,hsapiens to mmusculus,0.8751738578362244,0.9090909090909092,hsapiens,mmusculus,Heart_hs_mm,scVI SH
Harmony,HE,xtropicalis to mmusculus,0.8749545044144429,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony HE
Harmony,SH,mmusculus to mfascicularis,0.8745437107947488,1,mmusculus,mfascicularis,Heart_mf_mm,Harmony SH
SeuratV4 CCA,SH,mfascicularis to hsapiens,0.874095852080717,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 CCA SH
SeuratV4 RPCA,HE,mfascicularis to hsapiens,0.8740068869965603,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
Harmony,SH,mfascicularis to mmusculus,0.8733369444161904,1,mfascicularis,mmusculus,Heart_hs_mf_mm,Harmony SH
Harmony,SH,xtropicalis to mfascicularis,0.8733092079156354,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony SH
scANVI,SH,hsapiens to drerio,0.8732697719050164,1,hsapiens,drerio,Heart_hs_dr,scANVI SH
Harmony,SH,mmusculus to xtropicalis,0.8724048717116863,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,Harmony SH
unintegrated,SH.h5ad,mmusculus to mfascicularis,0.8721043771978753,1,mmusculus,mfascicularis,Heart_hs_mf_mm,unintegrated SH
unintegrated,HE.h5ad,hsapiens to mmusculus,0.8719074151086877,1,hsapiens,mmusculus,Pancreas_hs_mm,unintegrated HE
SeuratV4 RPCA,HE,drerio to mfascicularis,0.8717170856813908,1,drerio,mfascicularis,Heart_mf_dr,SeuratV4 RPCA HE
Harmony,O2O,xtropicalis to hsapiens,0.870532718552273,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony O2O
SeuratV4 CCA,SH,mfascicularis to drerio,0.8704128821435366,1,mfascicularis,drerio,Heart_mf_dr,SeuratV4 CCA SH
SeuratV4 RPCA,SH,drerio to mfascicularis,0.8702005358573778,1,drerio,mfascicularis,Heart_mf_dr,SeuratV4 RPCA SH
Harmony,SH,mmusculus to hsapiens,0.8698302686081963,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 CCA,SH,hsapiens to xtropicalis,0.8697166769367833,1,hsapiens,xtropicalis,Heart_hs_xl,SeuratV4 CCA SH
SeuratV4 RPCA,O2O,mfascicularis to xtropicalis,0.8694898234367631,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
Scanorama,SH,mfascicularis to mmusculus,0.869453817106193,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,Scanorama SH
Harmony,HE,mmusculus to xtropicalis,0.8684294376177009,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,Harmony HE
scVI,HE,xtropicalis to mfascicularis,0.8683051523736072,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI HE
Harmony,HE,hsapiens to mmusculus,0.8676311429436603,0.9,hsapiens,mmusculus,Pancreas_hs_mm,Harmony HE
SeuratV4 CCA,O2O,hsapiens to mfascicularis,0.8673051956852423,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
scVI,O2O,hsapiens to mmusculus,0.8666303530957586,1,hsapiens,mmusculus,Heart_hs_mm,scVI O2O
Harmony,O2O,xtropicalis to mmusculus,0.8664870851765688,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony O2O
Harmony,O2O,drerio to mfascicularis,0.8658640401356882,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony O2O
fastMNN,SH,mfascicularis to hsapiens,0.8654171724841421,1,mfascicularis,hsapiens,Heart_hs_mf_mm,fastMNN SH
SeuratV4 RPCA,O2O,mfascicularis to mmusculus,0.8652099595979688,1,mfascicularis,mmusculus,Heart_hs_mf_mm,SeuratV4 RPCA O2O
Harmony,SH,hsapiens to mmusculus,0.8648824471080574,1,hsapiens,mmusculus,Heart_hs_mm,Harmony SH
SeuratV4 CCA,HE,hsapiens to xtropicalis,0.8647860631318425,1,hsapiens,xtropicalis,Heart_hs_xl,SeuratV4 CCA HE
scVI,HE,hsapiens to mmusculus,0.8632260295859172,1,hsapiens,mmusculus,Heart_hs_mm,scVI HE
SeuratV4 RPCA,HE,mmusculus to hsapiens,0.8623274131565516,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,hsapiens to mmusculus,0.8619232053540682,1,hsapiens,mmusculus,Heart_hs_mf_mm,SeuratV4 RPCA O2O
SeuratV4 RPCA,O2O,drerio to mfascicularis,0.861740953441634,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
scVI,HE,hsapiens to mmusculus,0.8614148677802855,1,hsapiens,mmusculus,Heart_hs_mf_mm,scVI HE
Harmony,O2O,mmusculus to xtropicalis,0.8605109815682024,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,Harmony O2O
SeuratV4 RPCA,HE,mmusculus to hsapiens,0.8604058061282537,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
Harmony,O2O,xtropicalis to mfascicularis,0.8603718137615338,1,xtropicalis,mfascicularis,Heart_mf_xl,Harmony O2O
scANVI,O2O,mmusculus to drerio,0.8601621111833305,1,mmusculus,drerio,Heart_mm_dr,scANVI O2O
Scanorama,SH,xtropicalis to hsapiens,0.858946550420393,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,Scanorama SH
Scanorama,O2O,drerio to hsapiens,0.858655794150021,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama O2O
scVI,SH,xtropicalis to hsapiens,0.8584774223794511,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,scVI SH
SeuratV4 CCA,HE,hsapiens to mfascicularis,0.8576531611215199,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
SeuratV4 RPCA,HE,mmusculus to mfascicularis,0.8574523253749569,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
Scanorama,HE,mmusculus to mfascicularis,0.8573752032507224,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,Scanorama HE
SeuratV4 CCA,HE,mfascicularis to drerio,0.8567580379736329,1,mfascicularis,drerio,Heart_mf_dr,SeuratV4 CCA HE
scVI,O2O,mmusculus to xtropicalis,0.8563332668012538,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,scVI O2O
scVI,O2O,xtropicalis to hsapiens,0.8560309090730177,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,scVI O2O
SeuratV4 RPCA,HE,mmusculus to xtropicalis,0.8552518761909408,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
Scanorama,HE,xtropicalis to hsapiens,0.8551510713332069,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama HE
SeuratV4 CCA,O2O,xtropicalis to mfascicularis,0.855047014825439,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
SeuratV4 RPCA,O2O,xtropicalis to mmusculus,0.8541428174861134,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
SeuratV4 RPCA,SH,xtropicalis to mfascicularis,0.8533842362289794,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
scVI,HE,xtropicalis to hsapiens,0.8530817023550927,1,xtropicalis,hsapiens,Heart_hs_xl,scVI HE
SeuratV4 RPCA,HE,mmusculus to hsapiens,0.851747621887216,1,mmusculus,hsapiens,Heart_hs_mf_mm,SeuratV4 RPCA HE
SeuratV4 RPCA,SH,hsapiens to xtropicalis,0.8516352141555837,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
scVI,HE,hsapiens to mfascicularis,0.8514533291620265,1,hsapiens,mfascicularis,Heart_hs_mf,scVI HE
SeuratV4 RPCA,O2O,drerio to mfascicularis,0.8504654641275528,1,drerio,mfascicularis,Heart_mf_dr,SeuratV4 RPCA O2O
SeuratV4 CCA,SH,hsapiens to mfascicularis,0.8502153647374676,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
Harmony,HE,drerio to mfascicularis,0.8498646130236692,1,drerio,mfascicularis,Heart_mf_dr,Harmony HE
SeuratV4 RPCA,SH,mmusculus to xtropicalis,0.8492870878107943,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
unintegrated,O2O.h5ad,mmusculus to mfascicularis,0.8491408712675572,1,mmusculus,mfascicularis,Heart_hs_mf_mm,unintegrated O2O
SeuratV4 RPCA,HE,hsapiens to xtropicalis,0.847875985316131,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
scVI,HE,mmusculus to xtropicalis,0.8475433256737505,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,scVI HE
scANVI,HE,hsapiens to drerio,0.8474183650338727,1,hsapiens,drerio,Heart_hs_dr,scANVI HE
Scanorama,HE,hsapiens to mmusculus,0.8465038057869864,1,hsapiens,mmusculus,Pancreas_hs_mm,Scanorama HE
Scanorama,O2O,xtropicalis to mmusculus,0.8464192365021087,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama O2O
scVI,O2O,mfascicularis to hsapiens,0.845874745926279,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,scVI O2O
Scanorama,O2O,mmusculus to hsapiens,0.8457639437905362,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama O2O
scVI,SH,xtropicalis to hsapiens,0.8455162221194361,1,xtropicalis,hsapiens,Heart_hs_xl,scVI SH
scVI,HE,hsapiens to xtropicalis,0.8450576951657576,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,scVI HE
SeuratV4 CCA,O2O,hsapiens to xtropicalis,0.8449796794780964,1,hsapiens,xtropicalis,Heart_hs_xl,SeuratV4 CCA O2O
unintegrated,SH.h5ad,xtropicalis to mmusculus,0.8443458126193965,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,unintegrated SH
Harmony,HE,drerio to mfascicularis,0.8435678862671184,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,Harmony HE
SeuratV4 RPCA,O2O,mmusculus to hsapiens,0.843565747159721,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
Harmony,O2O,mmusculus to hsapiens,0.8406617931285522,1,mmusculus,hsapiens,Pancreas_hs_mm,Harmony O2O
scVI,HE,mmusculus to hsapiens,0.8401290172499026,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,scVI HE
SeuratV4 RPCA,SH,mmusculus to hsapiens,0.8392127465634359,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
SeuratV4 RPCA,O2O,mmusculus to hsapiens,0.8380642669914271,1,mmusculus,hsapiens,Heart_hs_mf_mm,SeuratV4 RPCA O2O
unintegrated,HE.h5ad,mmusculus to mfascicularis,0.8378882161907578,1,mmusculus,mfascicularis,Heart_hs_mf_mm,unintegrated HE
Scanorama,SH,xtropicalis to mfascicularis,0.8377906372974424,1,xtropicalis,mfascicularis,Heart_mf_xl,Scanorama SH
SeuratV4 RPCA,O2O,hsapiens to mmusculus,0.8376322155993249,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
SeuratV4 CCA,SH,mmusculus to mfascicularis,0.8373288599387364,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
Harmony,HE,mmusculus to hsapiens,0.8370752758866667,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,Harmony HE
scVI,O2O,xtropicalis to hsapiens,0.8365477799587251,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,scVI O2O
scVI,SH,xtropicalis to mfascicularis,0.8365424368752915,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI SH
scANVI,O2O,mfascicularis to drerio,0.8363743927905452,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,scANVI O2O
Harmony,O2O,hsapiens to mmusculus,0.8363155349767857,1,hsapiens,mmusculus,Pancreas_hs_mm,Harmony O2O
SeuratV4 CCA,SH,xtropicalis to mmusculus,0.8359680692851204,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
scVI,SH,mfascicularis to hsapiens,0.8357456595563406,1,mfascicularis,hsapiens,Heart_hs_mf_mm,scVI SH
Scanorama,SH,xtropicalis to mfascicularis,0.8357409525793325,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama SH
fastMNN,O2O,mfascicularis to hsapiens,0.8354945687473344,1,mfascicularis,hsapiens,Heart_hs_mf_mm,fastMNN O2O
fastMNN,O2O,mfascicularis to mmusculus,0.8353648887754704,1,mfascicularis,mmusculus,Heart_mf_mm,fastMNN O2O
SeuratV4 RPCA,O2O,mmusculus to xtropicalis,0.8342571121941441,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
SeuratV4 RPCA,HE,mmusculus to mfascicularis,0.8341352433824275,1,mmusculus,mfascicularis,Heart_mf_mm,SeuratV4 RPCA HE
scVI,O2O,xtropicalis to hsapiens,0.834089981039745,1,xtropicalis,hsapiens,Heart_hs_xl,scVI O2O
SeuratV4 CCA,HE,mmusculus to mfascicularis,0.833903560090816,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
SeuratV4 CCA,SH,drerio to mfascicularis,0.8339032875070185,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
fastMNN,SH,hsapiens to xtropicalis,0.8337448730134456,1,hsapiens,xtropicalis,Heart_hs_xl,fastMNN SH
Scanorama,O2O,mfascicularis to mmusculus,0.8334038427442066,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama O2O
fastMNN,HE,hsapiens to xtropicalis,0.8333974522132731,1,hsapiens,xtropicalis,Heart_hs_xl,fastMNN HE
Harmony,SH,drerio to mfascicularis,0.8329300366072343,1,drerio,mfascicularis,Heart_mf_dr,Harmony SH
Harmony,SH,mfascicularis to xtropicalis,0.8328444276443269,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,Harmony SH
Scanorama,O2O,xtropicalis to mfascicularis,0.8322673944495955,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,Scanorama O2O
LIGER,SH,hsapiens to mmulatta,0.8322524505408784,0.6666666666666666,hsapiens,mmulatta,Hippocampus_hs_mu_ss,LIGER SH
scVI,SH,xtropicalis to mmusculus,0.8321037179464457,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,scVI SH
unintegrated,HE.h5ad,xtropicalis to mmusculus,0.831926891937933,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,unintegrated HE
Scanorama,O2O,hsapiens to mmulatta,0.8319098070901026,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,Scanorama O2O
SeuratV4 CCA,SH,xtropicalis to mfascicularis,0.8316800575742986,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
Harmony,O2O,mfascicularis to xtropicalis,0.8311102093393491,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,Harmony O2O
SeuratV4 RPCA,SH,mmusculus to mfascicularis,0.8309263627368925,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
scVI,SH,hsapiens to xtropicalis,0.8308017925088865,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,scVI SH
SeuratV4 RPCA,SH,mmusculus to mfascicularis,0.8306821558070222,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
Scanorama,O2O,hsapiens to sscrofa,0.8306609070565562,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,Scanorama O2O
scVI,SH,mfascicularis to hsapiens,0.8304123231395407,1,mfascicularis,hsapiens,Heart_hs_mf,scVI SH
SeuratV4 RPCA,SH,hsapiens to xtropicalis,0.8304030681286029,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
fastMNN,HE,drerio to hsapiens,0.82921929783871,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,fastMNN HE
SeuratV4 CCA,HE,hsapiens to xtropicalis,0.8284834946702423,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
SeuratV4 RPCA,O2O,mmusculus to hsapiens,0.828126708738288,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
SeuratV4 CCA,O2O,mmusculus to mfascicularis,0.8275743832565846,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
scVI,SH,xtropicalis to mmusculus,0.8270446970152394,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,scVI SH
SeuratV4 RPCA,O2O,mmusculus to mfascicularis,0.8270211340657798,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
Scanorama,O2O,mfascicularis to mmusculus,0.8265859083136232,1,mfascicularis,mmusculus,Heart_hs_mf_mm,Scanorama O2O
fastMNN,SH,mfascicularis to mmusculus,0.8251534353244689,1,mfascicularis,mmusculus,Heart_mf_mm,fastMNN SH
unintegrated,SH.h5ad,hsapiens to mmusculus,0.824773836458441,1,hsapiens,mmusculus,Pancreas_hs_mm,unintegrated SH
LIGER,HE,hsapiens to mmulatta,0.8241435462068704,0.6666666666666666,hsapiens,mmulatta,Hippocampus_hs_mu_ss,LIGER HE
scVI,HE,hsapiens to xtropicalis,0.8236412430043328,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,scVI HE
scVI,O2O,xtropicalis to mmusculus,0.8235146559212897,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,scVI O2O
SeuratV4 RPCA,SH,mmusculus to mfascicularis,0.8233917781262008,1,mmusculus,mfascicularis,Heart_mf_mm,SeuratV4 RPCA SH
Harmony,HE,hsapiens to xtropicalis,0.8231622477642323,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,Harmony HE
SeuratV4 RPCA,HE,mmusculus to mfascicularis,0.8230059536168154,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
Harmony,SH,hsapiens to mmusculus,0.8220976919918725,1,hsapiens,mmusculus,Pancreas_hs_mm,Harmony SH
SeuratV4 RPCA,O2O,hsapiens to xtropicalis,0.8214873809447414,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
SeuratV4 CCA,HE,mfascicularis to xtropicalis,0.8209295176851189,1,mfascicularis,xtropicalis,Heart_mf_xl,SeuratV4 CCA HE
fastMNN,O2O,drerio to hsapiens,0.8195410212982582,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,fastMNN O2O
scVI,O2O,xtropicalis to mmusculus,0.8188284251414443,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,scVI O2O
SeuratV4 RPCA,O2O,mmusculus to mfascicularis,0.8186687995274647,1,mmusculus,mfascicularis,Heart_mf_mm,SeuratV4 RPCA O2O
scVI,SH,mfascicularis to hsapiens,0.8186341752740229,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,scVI SH
Scanorama,O2O,hsapiens to xtropicalis,0.8185410067806428,1,hsapiens,xtropicalis,Heart_hs_xl,Scanorama O2O
SeuratV4 RPCA,SH,drerio to mfascicularis,0.8183565134908127,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
Harmony,SH,hsapiens to xtropicalis,0.8177870108366377,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,Harmony SH
scVI,O2O,hsapiens to xtropicalis,0.8176532138380153,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,scVI O2O
scVI,O2O,mfascicularis to hsapiens,0.8176261718745138,1,mfascicularis,hsapiens,Heart_hs_mf,scVI O2O
SeuratV4 CCA,O2O,xtropicalis to mmusculus,0.8173033442227842,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
fastMNN,HE,mfascicularis to mmusculus,0.817227144343629,1,mfascicularis,mmusculus,Heart_mf_mm,fastMNN HE
fastMNN,O2O,drerio to hsapiens,0.8167968605795957,0.8571428571428571,drerio,hsapiens,Heart_hs_dr,fastMNN O2O
SeuratV4 RPCA,O2O,drerio to hsapiens,0.8167579869144476,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
SeuratV4 RPCA,HE,hsapiens to xtropicalis,0.816693016754142,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
Scanorama,HE,hsapiens to sscrofa,0.8165067643503843,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,Scanorama HE
scANVI,SH,mmusculus to drerio,0.8153872746419254,1,mmusculus,drerio,Heart_mm_dr,scANVI SH
fastMNN,SH,drerio to hsapiens,0.8142915178857558,1,drerio,hsapiens,Heart_hs_dr,fastMNN SH
Scanorama,SH,mmusculus to mfascicularis,0.8141239146510048,1,mmusculus,mfascicularis,Heart_mf_mm,Scanorama SH
SeuratV4 RPCA,SH,mmusculus to hsapiens,0.8135566829634692,1,mmusculus,hsapiens,Heart_hs_mf_mm,SeuratV4 RPCA SH
SeuratV4 CCA,SH,mfascicularis to xtropicalis,0.8127373481393839,1,mfascicularis,xtropicalis,Heart_mf_xl,SeuratV4 CCA SH
SeuratV4 CCA,HE,mmusculus to xtropicalis,0.8120126043374034,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
SeuratV4 RPCA,HE,mmusculus to mfascicularis,0.8111368447922144,1,mmusculus,mfascicularis,Heart_hs_mf_mm,SeuratV4 RPCA HE
SeuratV4 CCA,HE,drerio to hsapiens,0.8108983362920309,1,drerio,hsapiens,Heart_hs_dr,SeuratV4 CCA HE
scVI,O2O,hsapiens to mfascicularis,0.8104234587184613,1,hsapiens,mfascicularis,Heart_hs_mf_mm,scVI O2O
scVI,O2O,mmusculus to hsapiens,0.8101791090107517,1,mmusculus,hsapiens,Heart_hs_mm,scVI O2O
scVI,O2O,hsapiens to xtropicalis,0.8083788465165882,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,scVI O2O
Scanorama,SH,xtropicalis to hsapiens,0.8079169221528456,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,Scanorama SH
SeuratV4 RPCA,O2O,hsapiens to xtropicalis,0.806495253781148,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
SeuratV4 RPCA,O2O,mmusculus to mfascicularis,0.806327163925836,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
SeuratV4 CCA,O2O,mfascicularis to drerio,0.8058742567821542,1,mfascicularis,drerio,Heart_mf_dr,SeuratV4 CCA O2O
Scanorama,SH,hsapiens to mmusculus,0.804732831633995,1,hsapiens,mmusculus,Pancreas_hs_mm,Scanorama SH
LIGER UINMF,SH,xtropicalis to mfascicularis,0.8042965203350565,1,xtropicalis,mfascicularis,Heart_mf_xl,LIGER UINMF SH
SeuratV4 CCA,O2O,hsapiens to xtropicalis,0.8040187246705702,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
scVI,HE,mmusculus to xtropicalis,0.8038159420113518,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,scVI HE
SeuratV4 CCA,SH,hsapiens to xtropicalis,0.8037362963681551,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
Harmony,O2O,hsapiens to xtropicalis,0.8031072517412406,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,Harmony O2O
unintegrated,HE.h5ad,xtropicalis to mmusculus,0.8028023745396379,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,unintegrated HE
unintegrated,SH.h5ad,xtropicalis to mmusculus,0.8009063325538318,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,unintegrated SH
