from_species,test_acc,type_label,integration_method,input_file,homology_method,acc_prior,acc_loss,type,task_name
xtropicalis,0.8669174818159017,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9088036117381488,0.04188612992224716,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8670178078755957,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9088036117381488,0.04178580386255315,SeuratV4 CCA one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8677702533233007,original,SeuratV4 RPCA,metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9088036117381488,0.04103335841484812,SeuratV4 RPCA one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8693253072485578,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9088036117381488,0.039478304489591,Harmony one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8699774266365689,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9088036117381488,0.03882618510157998,Harmony higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8704288939051918,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9088036117381488,0.038374717832956984,SeuratV4 CCA one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8705292199648859,original,Harmony,metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9088036117381488,0.03827439177326297,Harmony one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.873589164785553,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9088036117381488,0.03521444695259579,Scanorama higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.873689490845247,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9088036117381488,0.03511412089290178,Harmony stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.873940305994482,original,SeuratV4 CCA,metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9088036117381488,0.034863305743666806,SeuratV4 CCA one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9585055643879172,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.992845786963434,0.03434022257551672,fastMNN higher expression,Heart_hs_mf_mm_xl
mmusculus,0.958664546899841,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.992845786963434,0.03418124006359291,fastMNN one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9588235294117649,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.992845786963434,0.0340222575516691,fastMNN one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8750940556809631,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9088036117381488,0.03370955605718573,Scanorama one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9593004769475356,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.992845786963434,0.03354531001589833,fastMNN higher expression,Heart_hs_mf_mm_xl
mmusculus,0.9594594594594594,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.992845786963434,0.03338632750397452,fastMNN stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8754953599197391,original,SeuratV4 RPCA,metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9088036117381488,0.033308251818409684,SeuratV4 RPCA one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9596184419713832,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.992845786963434,0.03322734499205071,fastMNN higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8755956859794332,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9088036117381488,0.03320792575871567,Scanorama one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9597774244833068,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.992845786963434,0.03306836248012712,fastMNN one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9597774244833068,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.992845786963434,0.03306836248012712,fastMNN stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8758966641585152,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9088036117381488,0.03290694757963364,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8759969902182092,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9088036117381488,0.03280662151993963,SeuratV4 CCA higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8760973162779032,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9088036117381488,0.032706295460245616,SeuratV4 CCA higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8761474793077502,original,unintegrated,rliger_uinmf_metadata_one2one_only.h5ad,one2one only,0.9088036117381488,0.032656132430398666,unintegrated one2one only,Heart_hs_mf_mm_xl
mmusculus,0.960254372019078,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.992845786963434,0.03259141494435591,fastMNN stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8790067720090293,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9088036117381488,0.029796839729119506,SeuratV4 RPCA higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8791572610985704,original,unintegrated,metadata_nf_one2one_only.h5ad,one2one only,0.9088036117381488,0.029646350639578434,unintegrated one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8792074241284173,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9088036117381488,0.029596187609731484,Harmony stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8797592174567344,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9088036117381488,0.029044394281414476,Scanorama stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8797592174567344,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9088036117381488,0.029044394281414476,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8805116629044394,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9088036117381488,0.028291948833709446,Harmony higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8811637822924505,original,SeuratV4 CCA,metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9088036117381488,0.027639829445698316,SeuratV4 CCA higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8814145974416855,original,Harmony,metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9088036117381488,0.027389014296463343,Harmony stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8816654125909205,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9088036117381488,0.02713819914722837,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8820165537998496,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9088036117381488,0.026787057938299275,Scanorama stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8827188362177075,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9088036117381488,0.026084775520441306,Scanorama higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8831201404564836,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9088036117381488,0.02568347128166526,SeuratV4 RPCA higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8844243792325056,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9088036117381488,0.024379232505643222,Scanorama higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9676935298790714,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9907317503751434,0.02303822049607196,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.9677817989231176,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9907317503751434,0.02294995145202583,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8859794331577627,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9088036117381488,0.0228241785803861,Scanorama stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.96795833701121,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9907317503751434,0.022773413363933348,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
hsapiens,0.9686644893635802,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9907317503751434,0.0220672610115632,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8869325307248558,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9088036117381488,0.021871081013293048,SeuratV4 RPCA higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9691058345838116,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9907317503751434,0.021625915791331773,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8875344870830199,original,unintegrated,metadata_nf_many_higher_expr.h5ad,higher expression,0.9088036117381488,0.02126912465512898,unintegrated higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9699002559802278,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9907317503751434,0.020831494394915606,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
hsapiens,0.970341601200459,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9907317503751434,0.020390149174684402,LIGER UINMF stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.9707829464206904,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9907317503751434,0.019948803954452976,LIGER UINMF higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9712242916409216,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9907317503751434,0.019507458734221772,LIGER UINMF one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.889340356157512,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9088036117381488,0.019463255580636885,Harmony higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.889340356157512,original,unintegrated,rliger_uinmf_metadata_many_higher_homology_conf.h5ad,stronger homology,0.9088036117381488,0.019463255580636885,unintegrated stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.8901429646350639,original,SeuratV4 CCA,metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9088036117381488,0.018660647103084904,SeuratV4 CCA stronger homology,Heart_hs_mf_mm_xl
xtropicalis,0.890393779784299,original,unintegrated,metadata_nf_many_higher_homology_conf.h5ad,stronger homology,0.9088036117381488,0.01840983195384982,unintegrated stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.973519286786124,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9907317503751434,0.0172124635890194,fastMNN one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.891848507649862,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9088036117381488,0.01695510408828682,scVI higher expression,Heart_hs_mf_mm_xl
mmusculus,0.9759936406995232,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.01685214626391074,Scanorama higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9739606320063554,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9907317503751434,0.016771118368787974,fastMNN one2one only,Heart_hs_mf_mm_xl
mfascicularis,0.9717616857417906,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9883409990373302,0.016579313295539633,fastMNN higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.9718686490533748,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9883409990373302,0.016472349983955414,fastMNN stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.9745785153146792,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9907317503751434,0.016153235060464177,fastMNN stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.9721895389881272,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9883409990373302,0.01615146004920298,fastMNN one2one only,Heart_hs_mf_mm_xl
mfascicularis,0.9725104289228794,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9883409990373302,0.01583057011445077,fastMNN stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.9726173922344636,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9883409990373302,0.015723606802866552,fastMNN one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9772655007949126,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.992845786963434,0.015580286168521362,Scanorama one2one only,Heart_hs_mf_mm_xl
hsapiens,0.9752846676670492,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9907317503751434,0.01544708270809414,fastMNN stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.9754612057551416,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9907317503751434,0.01527054462000177,fastMNN one2one only,Heart_hs_mf_mm_xl
mfascicularis,0.9735800620387208,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9883409990373302,0.014760936998609364,fastMNN higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.9735800620387208,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9883409990373302,0.014760936998609364,fastMNN stronger homology,Heart_hs_mf_mm_xl
mmusculus,0.9783783783783784,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.014467408585055574,Scanorama stronger homology,Heart_hs_mf_mm_xl
hsapiens,0.9764321652396504,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9907317503751434,0.01429958513549301,fastMNN higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9764321652396504,original,fastMNN,metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9907317503751434,0.01429958513549301,fastMNN stronger homology,Heart_hs_mf_mm_xl
mmusculus,0.9790143084260732,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.992845786963434,0.013831478537360775,Scanorama one2one only,Heart_hs_mf_mm_xl
mfascicularis,0.974542731842978,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9883409990373302,0.013798267194352176,fastMNN higher expression,Heart_hs_mf_mm_xl
xtropicalis,0.8951592676197643,original,scVI,metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9088036117381488,0.013644344118384555,scVI higher expression,Heart_hs_mf_mm_xl
mmusculus,0.9793322734499204,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.013513513513513598,Scanorama higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9772265866360668,original,fastMNN,metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9907317503751434,0.01350516373907662,fastMNN higher expression,Heart_hs_mf_mm_xl
mmusculus,0.979650238473768,original,Scanorama,metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.992845786963434,0.013195548489665976,Scanorama one2one only,Heart_hs_mf_mm_xl
xtropicalis,0.8959117130674693,original,unintegrated,rliger_uinmf_metadata_many_higher_expr.h5ad,higher expression,0.9088036117381488,0.012891898670679525,unintegrated higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.9756123649588192,original,fastMNN,metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9883409990373302,0.012728634078510992,fastMNN one2one only,Heart_hs_mf_mm_xl
mmusculus,0.9804451510333864,original,Scanorama,metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.992845786963434,0.012400635930047588,Scanorama higher expression,Heart_hs_mf_mm_xl
mfascicularis,0.976361108139908,original,SeuratV4 RPCA,metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9883409990373302,0.01197989089742224,SeuratV4 RPCA stronger homology,Heart_hs_mf_mm_xl
mmusculus,0.9809220985691574,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.0119236883942766,Scanorama stronger homology,Heart_hs_mf_mm_xl
mmusculus,0.9813990461049285,original,Scanorama,metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.992845786963434,0.0114467408585055,Scanorama stronger homology,Heart_hs_mf_mm_xl
mfascicularis,0.9771098513209968,original,SeuratV4 RPCA,metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9883409990373302,0.011231147716333378,SeuratV4 RPCA higher expression,Heart_hs_mf_mm_xl
hsapiens,0.9800511960455468,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9907317503751434,0.010680554329596581,Harmony higher expression,Heart_hs_mf_mm_xl
mmusculus,0.982193958664547,original,Harmony,metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.992845786963434,0.010651828298887,Harmony higher expression,Heart_hs_mf_mm_xl
